max_coins,degree,set_up,wallet_creation,buy_item
4, 512, 0.10224175453186035, 0.7245571613311768, 0.6939597129821777
4, 512, 0.09354066848754883, 0.4466550350189209, 0.7569756507873535
4, 512, 0.09434223175048828, 0.44979095458984375, 0.9664647579193115
4, 512, 0.12821745872497559, 0.7849409580230713, 0.8205161094665527
4, 512, 0.13565897941589355, 0.9844849109649658, 1.2336499691009521
4, 512, 0.1463794708251953, 0.902899980545044, 0.9499175548553467
4, 512, 0.14753365516662598, 0.5380830764770508, 0.829470157623291
4, 512, 0.19517946243286133, 0.55600905418396, 0.9970331192016602
4, 512, 0.14771389961242676, 0.7075917720794678, 0.9880228042602539
4, 512, 0.15228819847106934, 0.9385931491851807, 1.0886662006378174
4, 512, 0.1490921974182129, 1.033412218093872, 0.700415849685669
4, 512, 0.15057587623596191, 0.6903810501098633, 0.76656174659729
4, 512, 0.12480831146240234, 0.5538172721862793, 0.8451693058013916
4, 512, 0.13528680801391602, 0.6775233745574951, 0.9267101287841797
4, 512, 0.12454867362976074, 0.5155372619628906, 0.779278039932251
4, 512, 0.1250467300415039, 0.5277583599090576, 0.6502213478088379
4, 512, 0.12497162818908691, 0.8041415214538574, 0.7548191547393799
4, 512, 0.13457679748535156, 0.48453211784362793, 0.8046936988830566
4, 512, 0.1265873908996582, 0.6250033378601074, 0.7079474925994873
4, 1024, 0.11671233177185059, 0.5594692230224609, 0.6520886421203613
4, 1024, 0.11835741996765137, 0.4981205463409424, 0.7235391139984131
4, 1024, 0.15617156028747559, 0.7327413558959961, 0.6171309947967529
4, 1024, 0.11340475082397461, 0.5070896148681641, 0.821373462677002
4, 1024, 0.11872482299804688, 0.5520997047424316, 0.9968407154083252
4, 1024, 0.11501646041870117, 0.5810708999633789, 0.5846974849700928
4, 1024, 0.1168050765991211, 0.5100846290588379, 0.7178266048431396
4, 1024, 0.11434745788574219, 0.7733795642852783, 0.6454272270202637
4, 1024, 0.1128840446472168, 0.5269148349761963, 0.5401351451873779
4, 1024, 0.11315727233886719, 0.4781925678253174, 0.5851829051971436
4, 1024, 0.11293768882751465, 0.9361240863800049, 0.846937894821167
4, 1024, 0.11400890350341797, 0.5385355949401855, 0.7958981990814209
4, 1024, 0.1118927001953125, 0.658879280090332, 0.9797279834747314
4, 1024, 0.1165916919708252, 0.3825361728668213, 0.6183533668518066
4, 1024, 0.11563944816589355, 0.5372679233551025, 0.6378672122955322
4, 1024, 0.11471796035766602, 0.466113805770874, 0.49860572814941406
4, 1024, 0.11289787292480469, 0.6170368194580078, 0.6245074272155762
4, 1024, 0.14905047416687012, 0.45920276641845703, 0.7870078086853027
4, 1024, 0.11323738098144531, 0.6377291679382324, 0.7142343521118164
8, 512, 0.23097991943359375, 0.9980709552764893, 1.5964937210083008
8, 512, 0.23143315315246582, 1.0946998596191406, 1.3253288269042969
8, 512, 0.23038125038146973, 0.9103174209594727, 1.1621160507202148
8, 512, 0.231950044631958, 1.269089937210083, 1.6430392265319824
8, 512, 0.22966337203979492, 0.9311110973358154, 1.341644287109375
8, 512, 0.23882174491882324, 1.255863904953003, 1.5413498878479004
8, 512, 0.23270583152770996, 1.7169206142425537, 1.772451400756836
8, 512, 0.23179221153259277, 1.264045238494873, 1.3981504440307617
8, 512, 0.22989678382873535, 0.9450500011444092, 1.5535175800323486
8, 512, 0.22770309448242188, 1.0687880516052246, 1.3611345291137695
8, 512, 0.23909878730773926, 1.5588569641113281, 1.5092847347259521
8, 512, 0.2577037811279297, 1.1244311332702637, 1.794529676437378
8, 512, 0.2298574447631836, 1.1446130275726318, 1.5015807151794434
8, 512, 0.23029184341430664, 1.362586259841919, 1.4194462299346924
8, 512, 0.23205089569091797, 1.350904941558838, 1.6836509704589844
8, 512, 0.23305034637451172, 1.4530653953552246, 1.373647689819336
8, 512, 0.23534011840820312, 1.4783177375793457, 1.166548252105713
8, 512, 0.23102140426635742, 1.7443737983703613, 1.6227335929870605
8, 512, 0.23408198356628418, 1.007875919342041, 1.4428272247314453
8, 1024, 0.22742700576782227, 1.629166841506958, 1.426361083984375
8, 1024, 0.2256603240966797, 0.9486055374145508, 1.5833303928375244
8, 1024, 0.22731232643127441, 1.353100061416626, 1.3202438354492188
8, 1024, 0.22930645942687988, 1.2955904006958008, 1.3343539237976074
8, 1024, 0.2257404327392578, 1.1781048774719238, 1.778714656829834
8, 1024, 0.22999167442321777, 1.1658284664154053, 1.616098403930664
8, 1024, 0.22885823249816895, 1.1420652866363525, 1.4510395526885986
8, 1024, 0.23538470268249512, 1.151658058166504, 1.4344995021820068
8, 1024, 0.23626208305358887, 1.2694437503814697, 1.764582872390747
8, 1024, 0.22788715362548828, 1.1280617713928223, 1.4642112255096436
8, 1024, 0.22803092002868652, 1.2106413841247559, 1.487584114074707
8, 1024, 0.22989606857299805, 1.0187244415283203, 1.6599950790405273
8, 1024, 0.22760605812072754, 1.1349515914916992, 1.2360327243804932
8, 1024, 0.2284698486328125, 1.111781358718872, 1.4543235301971436
8, 1024, 0.22999334335327148, 1.4057986736297607, 1.7689599990844727
8, 1024, 0.23642849922180176, 1.2505362033843994, 1.5009899139404297
8, 1024, 0.23809599876403809, 1.0675139427185059, 1.4474773406982422
8, 1024, 0.22915220260620117, 1.364692211151123, 1.5654757022857666
8, 1024, 0.23015856742858887, 1.206092357635498, 1.8632192611694336
16, 512, 0.45720815658569336, 2.469968795776367, 3.4218103885650635
16, 512, 0.5634024143218994, 3.7774851322174072, 3.7397992610931396
16, 512, 0.49394965171813965, 2.451406717300415, 2.9841597080230713
16, 512, 0.44744110107421875, 2.078504800796509, 3.0376710891723633
16, 512, 0.5120267868041992, 2.2601029872894287, 2.7267754077911377
16, 512, 0.4795567989349365, 2.6783499717712402, 3.163435220718384
16, 512, 0.49985337257385254, 2.9734880924224854, 3.4664039611816406
16, 512, 0.5055499076843262, 3.2828032970428467, 2.728644371032715
16, 512, 0.45275139808654785, 2.432874917984009, 3.066594362258911
16, 512, 0.45955991744995117, 1.9413690567016602, 3.63716721534729
16, 512, 0.5676443576812744, 2.583289861679077, 2.8825013637542725
16, 512, 0.45296239852905273, 2.9222629070281982, 2.901402235031128
16, 512, 0.4553070068359375, 2.144024610519409, 3.4004604816436768
16, 512, 0.4902212619781494, 2.857250928878784, 3.146315336227417
16, 512, 0.4750185012817383, 2.2859280109405518, 2.879511833190918
16, 512, 0.5561058521270752, 2.3888986110687256, 3.210831642150879
16, 512, 0.4511280059814453, 2.073901414871216, 2.843336820602417
16, 1024, 0.5675046443939209, 2.9123003482818604, 3.1214702129364014
16, 1024, 0.45828890800476074, 2.2922050952911377, 3.0514919757843018
16, 1024, 0.4606015682220459, 2.291316509246826, 2.8926639556884766
16, 1024, 0.4521028995513916, 2.111736536026001, 2.999748468399048
16, 1024, 0.4515674114227295, 2.2195773124694824, 2.7225682735443115
16, 1024, 0.45798563957214355, 2.790093183517456, 2.8963561058044434
16, 1024, 0.4623570442199707, 2.2011594772338867, 2.5828094482421875
16, 1024, 0.4555957317352295, 2.1026039123535156, 3.091074228286743
16, 1024, 0.44791674613952637, 2.249755382537842, 3.1816656589508057
16, 1024, 0.45362210273742676, 2.239420175552368, 2.88502836227417
16, 1024, 0.45536184310913086, 1.9455418586730957, 2.6852779388427734
16, 1024, 0.446927547454834, 2.0232226848602295, 3.008024215698242
16, 1024, 0.4598393440246582, 2.3163857460021973, 2.8073441982269287
16, 1024, 0.4508090019226074, 2.198028087615967, 2.8499579429626465
16, 1024, 0.46486783027648926, 2.2697994709014893, 3.216275215148926
16, 1024, 0.4509761333465576, 2.0311663150787354, 2.9405956268310547
16, 1024, 0.5172867774963379, 2.8239924907684326, 3.2410593032836914
16, 1024, 0.4848194122314453, 1.8961231708526611, 2.827083110809326
16, 1024, 0.4991276264190674, 2.7942287921905518, 3.6943552494049072
32, 512, 0.9076039791107178, 4.187590837478638, 5.66552996635437
32, 512, 0.9224216938018799, 4.527410984039307, 6.2598676681518555
32, 512, 0.9092526435852051, 4.273706436157227, 6.549025535583496
32, 512, 0.9316151142120361, 4.556300163269043, 5.849120616912842
32, 512, 0.9214098453521729, 5.01062273979187, 6.521024465560913
32, 512, 0.8782758712768555, 4.339446544647217, 5.600790977478027
32, 512, 0.8754434585571289, 4.697158575057983, 5.9044716358184814
32, 512, 0.888615608215332, 5.844670057296753, 5.698404788970947
32, 512, 0.89363694190979, 4.105326890945435, 5.726176738739014
32, 512, 0.995908260345459, 4.662372350692749, 5.987253427505493
32, 512, 0.8893191814422607, 4.164671182632446, 5.0235350131988525
32, 512, 0.8825852870941162, 4.692873239517212, 5.760251760482788
32, 512, 0.9038817882537842, 5.544158220291138, 5.6413938999176025
32, 512, 0.9438557624816895, 4.835838556289673, 5.79373025894165
32, 512, 0.9091026782989502, 4.733488082885742, 6.060802459716797
32, 512, 0.9181070327758789, 4.654432773590088, 6.080594062805176
32, 512, 0.9238491058349609, 4.602097034454346, 5.40084981918335
32, 512, 1.1105060577392578, 5.0819501876831055, 5.9966747760772705
32, 1024, 0.7598583698272705, 3.5397560596466064, 7.276220321655273
32, 1024, 0.9781560897827148, 4.915519714355469, 6.365389823913574
