         24506273 function calls (12656933 primitive calls) in 23.992 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.13/site-packages/numpy/random/_pickle.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ctr.py:1(<module>)
        6    0.000    0.000    0.005    0.001 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:5511(__hash__)
     1533    0.004    0.000    0.005    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntt.py:44(merge_ntt)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.13/site-packages/Crypto/Hash/CMAC.py:1(<module>)
    88/52    0.000    0.000    0.004    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:2186(<genexpr>)
    59/47    0.000    0.000    0.004    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1658(parent_class)
        6    0.000    0.000    0.004    0.001 /usr/lib/python3.13/site-packages/sage/rings/quotient_ring.py:1410(__init__)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_cbc.py:1(<module>)
       11    0.000    0.000    0.004    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/dilithium.py:100(hash_to_point)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.13/site-packages/Crypto/Hash/BLAKE2s.py:1(<module>)
        4    0.000    0.000    0.004    0.001 /usr/lib/python3.13/site-packages/sage/categories/unital_algebras.py:161(_coerce_map_from_base_ring)
     4100    0.001    0.000    0.004    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:212(<genexpr>)
   1023/1    0.001    0.000    0.004    0.004 /home/sergi/projects/postquantic-pot-code/src/falcon/ntt.py:83(intt)
    17245    0.004    0.000    0.004    0.000 {built-in method _cffi_backend.newp}
    16400    0.004    0.000    0.004    0.000 /home/sergi/projects/postquantic-pot-code/src/ajtai/__init__.py:14(<genexpr>)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ecb.py:1(<module>)
      102    0.001    0.000    0.004    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3063(_make_named_class_key)
    11264    0.004    0.000    0.004    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/dilithium.py:31(f)
     61/6    0.000    0.000    0.004    0.001 /usr/lib/python3.13/site-packages/sage/categories/category.py:1708(element_class)
     12/9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
     12/9    0.002    0.000    0.004    0.000 {built-in method _imp.exec_dynamic}
      108    0.000    0.000    0.004    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/SHAKE256.py:134(new)
  707/539    0.000    0.000    0.004    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1609(<genexpr>)
     10/1    0.000    0.000    0.003    0.003 /usr/lib/python3.13/site-packages/sage/categories/sets_cat.py:327(Subquotients)
  389/148    0.000    0.000    0.003    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:2074(<genexpr>)
        2    0.000    0.000    0.003    0.002 /home/sergi/projects/postquantic-pot-code/src/context/context.py:193(collapse)
      108    0.001    0.000    0.003    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/SHAKE256.py:53(__init__)
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:244(create_object)
        6    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/rings/quotient_ring.py:462(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.13/site-packages/Crypto/Util/strxor.py:1(<module>)
    24728    0.003    0.000    0.003    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:5470(__init__)
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:1999(__init__)
      366    0.000    0.000    0.003    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3095(<genexpr>)
      600    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:897(__init__)
        2    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/categories/modules.py:492(WithBasis)
    18432    0.003    0.000    0.003    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/dilithium.py:12(_centered_mod)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.13/site-packages/sage/categories/objects.py:145(Endsets)
        1    0.000    0.000    0.003    0.003 /home/sergi/projects/postquantic-pot-code/src/ecoin/kyber.py:68(b)
      491    0.000    0.000    0.003    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_types.py:378(_subcategory_hook_)
       25    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
     4100    0.003    0.000    0.003    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:211(<genexpr>)
        3    0.000    0.000    0.003    0.001 /home/sergi/projects/postquantic-pot-code/src/context/context.py:96(Zp)
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:206(get_object)
        3    0.000    0.000    0.003    0.001 {function IntegerModFactory.get_object at 0x7fdb4750a5c0}
        3    0.000    0.000    0.003    0.001 /usr/lib/python3.13/site-packages/sage/categories/magmatic_algebras.py:53(super_categories)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:230(create_object)
        1    0.000    0.000    0.002    0.002 /home/sergi/projects/postquantic-pot-code/src/falcon/__init__.py:29(to_falcon_point)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:429(__init__)
      8/7    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/categories/modules.py:119(__classcall_private__)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:245(__init__)
      429    0.000    0.000    0.002    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/dilithium.py:105(get_i)
     2050    0.002    0.000    0.002    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/fft.py:103(neg)
       12    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1318(create_module)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/cffi/api.py:162(_typeof_locked)
       12    0.002    0.000    0.002    0.000 {built-in method _imp.create_dynamic}
     8281    0.002    0.000    0.002    0.000 {method 'degree' of 'sage.rings.polynomial.polynomial_zmod_flint.Polynomial_template' objects}
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/categories/modules.py:341(FiniteDimensional)
    13414    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
       95    0.001    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/structure/sequence.py:78(Sequence)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/cffi/cparser.py:560(parse_type)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/cffi/cparser.py:563(parse_type_and_quals)
       17    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:733(_coerce_map_from_)
      9/3    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/categories/objects.py:82(Homsets)
    115/9    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1916(_meet_)
       86    0.002    0.000    0.002    0.000 {built-in method sage.misc.c3_controlled.C3_sorted_merge}
      9/3    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/categories/homsets.py:23(default_super_categories)
    17177    0.002    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:277(get)
       13    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1093(get_code)
      511    0.002    0.000    0.002    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntt.py:26(split_ntt)
      180    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:163(VoidPointer)
        1    0.000    0.000    0.002    0.002 /home/sergi/projects/postquantic-pot-code/src/falcon/__init__.py:32(to_sagemath_vector)
       28    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:1202(_coerce_map_from_)
       99    0.001    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:368(_build_declarations)
       21    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:913(__getattr__)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:705(_coerce_map_from_base_ring)
      180    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:154(__init__)
       21    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:902(make_accessor)
        2    0.002    0.001    0.002    0.001 /usr/lib/python3.13/site-packages/sage/stats/distributions/discrete_gaussian_polynomial.py:81(__init__)
       15    0.000    0.000    0.002    0.000 {built-in method sage.structure.category_object.check_default_category}
     1591    0.001    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:638(_subcategory_hook_)
       19    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:509(_parse_decl)
       25    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
       23    0.000    0.000    0.002    0.000 {method 'coerce_map_from' of 'sage.structure.parent.Parent' objects}
   231/25    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1971(<genexpr>)
       23    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:433(_get_cached_btype)
    17372    0.002    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:117(c_size_t)
        1    0.000    0.000    0.002    0.002 /home/sergi/projects/postquantic-pot-code/src/falcon/__init__.py:25(A)
        5    0.000    0.000    0.002    0.000 /usr/lib/python3.13/site-packages/sage/categories/modules.py:164(super_categories)
       10    0.000    0.000    0.002    0.000 {method 'one' of 'sage.rings.ring.Ring' objects}
   2047/1    0.001    0.000    0.002    0.002 /home/sergi/projects/postquantic-pot-code/src/falcon/falcon.py:159(normalize_tree)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.13/site-packages/sage/categories/bimodules.py:41(__init__)
      250    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/plyparser.py:125(param_rule)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:836(accessor_function)
    17051    0.001    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:109(c_ulong)
   150/21    0.001    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:606(_get_type_and_quals)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/sets_cat.py:738(Finite)
     1282    0.000    0.000    0.001    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:205(<genexpr>)
       91    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/numpy/_core/arrayprint.py:113(set_printoptions)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/category.py:3163(_with_axiom)
       95    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/structure/sequence.py:440(__init__)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/modules/free_module_homspace.py:342(identity)
      135    0.001    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/SHAKE256.py:69(update)
       19    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:711(_parse_function_type)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/matrix/matrix_space.py:1239(_get_action_)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.13/random.py:363(sample)
      265    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/plyparser.py:55(_token_coord)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/homset.py:974(_abstract_element_class)
       91    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/numpy/_core/arrayprint.py:298(_set_printoptions)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:676(is_field)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1551(find_spec)
        6    0.000    0.000    0.001    0.000 {method '_refine_category_' of 'sage.structure.parent.Parent' objects}
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/rings.py:604(_Hom_)
       19    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/rings.py:826(ideal)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1335(p_parameter_declaration_1)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/integral_domains.py:66(__contains__)
      155    0.001    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:2181(_element_constructor_)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:2088(__init__)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:642(is_integral_domain)
     1282    0.000    0.000    0.001    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:203(<genexpr>)
    73/14    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:56(get_cached_btype)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/homset.py:1188(one)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/bimodules.py:170(super_categories)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:2296(__and__)
     1773    0.001    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/ply/yacc.py:240(__getitem__)
       39    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:707(p_decl_body)
      378    0.000    0.000    0.001    0.000 {built-in method builtins.hasattr}
     4096    0.001    0.000    0.001    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:216(<lambda>)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1624(find_spec)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/matrix/matrix_space.py:1314(_coerce_map_from_base_ring)
        2    0.000    0.000    0.001    0.000 {method '_generic_coerce_map' of 'sage.structure.parent.Parent' objects}
      194    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring_element.py:250(_sub_)
      113    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1175(p_direct_xxx_declarator_1)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/ideal.py:44(Ideal)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/homset.py:46(RingHomset)
  463/114    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:81(__hash__)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:782(_compile_bytecode)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/matrix/special.py:904(identity_matrix)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/vector_spaces.py:41(__classcall_private__)
       13    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/vector_spaces.py:75(__init__)
       25    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/CMAC.py:111(update)
        1    0.000    0.000    0.001    0.001 /home/sergi/projects/postquantic-pot-code/src/ecoin/kyber.py:78(dec)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/magmas.py:791(__init_extra__)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:1239(gen)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:137(dlopen)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/homset.py:78(__init__)
        4    0.000    0.000    0.001    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:277(to_ring)
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:189(_preprocess)
       91    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/numpy/_core/arrayprint.py:50(_make_options_dict)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:832(_make_ffi_library)
       25    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/CMAC.py:145(_update)
       42    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/numpy/linalg/_linalg.py:2575(norm)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/strxor.py:48(strxor)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:5533(_coerce_map_from_)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/pushout.py:4005(pushout)
     2999    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     1282    0.001    0.000    0.001    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:202(<genexpr>)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ecb.py:205(_create_ecb_cipher)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/vector_spaces.py:131(super_categories)
        6    0.000    0.000    0.001    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/oaep.py:31(dec)
      494    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:142(c_uint8_ptr)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/sets_cat.py:758(Infinite)
      546    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:971(degree)
      737    0.000    0.000    0.001    0.000 /usr/lib/python3.13/weakref.py:347(__new__)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:806(_load_backend_lib)
     4281    0.001    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:1187(modulus)
       35    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/AES.py:79(_create_base_cipher)
       75    0.000    0.000    0.001    0.000 /usr/lib/python3.13/re/__init__.py:330(_compile)
       50    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:2969(_subcategory_hook_)
        5    0.001    0.000    0.001    0.000 {built-in method _cffi_backend.load_library}
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_cbc.py:255(_create_cbc_cipher)
      144    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 /home/sergi/projects/postquantic-pot-code/src/context/context.py:227(from_ring)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_eax.py:326(encrypt_and_digest)
       74    0.000    0.000    0.001    0.000 /usr/lib/python3.13/re/__init__.py:183(sub)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1214(get_data)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(__enter__)
     2355    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
       10    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/categories/pushout.py:4732(construction_tower)
     3477    0.001    0.000    0.001    0.000 {method 'parent' of 'sage.structure.element.Element' objects}
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/matrix/matrix_space.py:92(get_matrix_class)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:552(_coerce_map_from_)
      246    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/c_lexer.py:546(t_ID)
       12    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:242(build_backend_type)
       63    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:866(p_type_specifier_no_typeid)
       17    0.000    0.000    0.001    0.000 {method 'has_coerce_map_from' of 'sage.structure.parent.Parent' objects}
       20    0.001    0.000    0.001    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntrugen.py:53(galois_conjugate)
      113    0.000    0.000    0.001    0.000 /usr/lib/python3.13/site-packages/pycparser/ast_transforms.py:108(fix_atomic_specifiers)
      669    0.001    0.000    0.001    0.000 /usr/lib/python3.13/weakref.py:352(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/site-packages/sage/categories/sets_cat.py:778(Enumerated)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module_homspace.py:133(__call__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     12/1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1759(morphism_class)
      190    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_eax.py:275(verify)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:743(compile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module_morphism.py:76(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/groupoid.py:35(__init__)
  159/147    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3146(is_subcategory)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/ideal.py:257(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ctr.py:280(_create_ctr_cipher)
      144    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/modules_with_basis.py:1084(monomial)
      581    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:68(_get_items)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/sageinspect.py:1406(sage_getargspec)
      237    0.000    0.000    0.000    0.000 {built-in method sage.categories.category_cy_helper._flatten_categories}
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1270(p_pointer)
        1    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntt.py:157(div_ntt)
       36    0.000    0.000    0.000    0.000 {method 'monomial_coefficients' of 'sage.modules.free_module_element.FreeModuleElement' objects}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_cbc.py:78(__init__)
       78    0.000    0.000    0.000    0.000 {built-in method posix.stat}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/CMAC.py:183(digest)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/CMAC.py:36(_shift_bytes)
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:299(_fix_decl_name_type)
      816    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/structure/dynamic_class.py:438(<genexpr>)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ecb.py:94(encrypt)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_eax.py:242(digest)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:2230(_ideal_class_)
      788    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x7fdb90ad6380}
     2588    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntrugen.py:144(<genexpr>)
      265    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/plyparser.py:49(_coord)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1641(p_typedef_name)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ctr.py:89(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module_homspace.py:275(_matrix_space)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_cbc.py:125(encrypt)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/matrix/matrix_space.py:1352(_coerce_map_from_)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.13/copy.py:62(copy)
      175    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:77(poly_bytes)
       26    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_types.py:53(__init__)
      113    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/ast_transforms.py:140(_fix_atomic_specifiers_once)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:597(_get_type_pointer)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1028    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:231(_gen_to_ring)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1315(p_parameter_list)
      530    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/ply/yacc.py:268(lexpos)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/BLAKE2s.py:197(new)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:970(parse)
        4    0.000    0.000    0.000    0.000 {method '_coerce_map_via' of 'sage.structure.parent.Parent' objects}
      151    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:199(_lex_type_lookup_func)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/rngs.py:56(ideal_monoid)
