max_coins,degree,set_up,items_preparation,wallet_creation,item_acquisition,price
2, 1024, 54.95096969604492, 0.03517746925354004, 0.6785836219787598, 0.16423249244689941, 0
2, 1024, 66.44873380661011, 0.03488492965698242, 0.5224761962890625, 0.18267011642456055, 0
2, 1024, 28.06128454208374, 0.03515172004699707, 0.700169563293457, 0.2248830795288086, 0
2, 1024, 31.226217031478882, 0.03516650199890137, 0.5180478096008301, 0.19564127922058105, 3
2, 1024, 31.20170021057129, 0.03510546684265137, 0.4667820930480957, 0.23788070678710938, 3
2, 1024, 61.60756874084473, 0.06704902648925781, 1.1943309307098389, 0.3502326011657715, 0
2, 1024, 57.01312303543091, 0.06777238845825195, 0.8330321311950684, 0.34610652923583984, 0
2, 1024, 50.89137363433838, 0.06570720672607422, 1.2709689140319824, 0.5705456733703613, 3
2, 1024, 29.943122625350952, 0.0353999137878418, 0.4592263698577881, 0.29071807861328125, 0
2, 1024, 66.51546716690063, 0.06787872314453125, 0.8852818012237549, 0.3335433006286621, 3
2, 1024, 41.66661787033081, 0.03528761863708496, 0.458362340927124, 0.2702007293701172, 0
2, 1024, 54.27289581298828, 0.06786441802978516, 1.190988540649414, 0.4547388553619385, 3
2, 1024, 72.90748333930969, 0.06774616241455078, 0.8653225898742676, 0.35155677795410156, 0
4, 1024, 63.127187728881836, 0.07144474983215332, 1.1667804718017578, 0.4596695899963379, 15
2, 1024, 71.14500498771667, 0.06789422035217285, 0.6469433307647705, 0.5095951557159424, 0
4, 1024, 58.037030935287476, 0.07107162475585938, 0.9662213325500488, 0.5036554336547852, 15
2, 1024, 60.13401436805725, 0.0682840347290039, 0.640510082244873, 0.5943982601165771, 0
4, 1024, 117.82872223854065, 0.13657355308532715, 2.650047779083252, 0.6690194606781006, 15
4, 1024, 65.40231776237488, 0.07072567939758301, 0.7253947257995605, 0.37088704109191895, 0
4, 1024, 84.44624829292297, 0.07208991050720215, 1.324596881866455, 0.3556537628173828, 0
4, 1024, 111.51359438896179, 0.13663339614868164, 3.2135276794433594, 0.9130477905273438, 15
4, 1024, 57.11389970779419, 0.0718238353729248, 1.5480573177337646, 0.5691728591918945, 15
4, 1024, 96.41247344017029, 0.1374797821044922, 1.8991215229034424, 0.9122686386108398, 15
4, 1024, 123.45205879211426, 0.1373581886291504, 1.9335660934448242, 0.7834348678588867, 15
4, 1024, 109.56337594985962, 0.13695096969604492, 1.9907276630401611, 1.0699920654296875, 0
4, 1024, 70.08363938331604, 0.0715939998626709, 1.5923304557800293, 0.5915687084197998, 15
4, 1024, 60.779372453689575, 0.07194995880126953, 0.7926516532897949, 0.48276305198669434, 0
4, 1024, 60.60092282295227, 0.07184648513793945, 1.0890164375305176, 0.4423487186431885, 0
4, 1024, 96.18721127510071, 0.13671278953552246, 1.8062689304351807, 0.8346054553985596, 0
4, 1024, 60.4496431350708, 0.07220268249511719, 1.449629783630371, 0.4004397392272949, 15
4, 1024, 135.2210772037506, 0.1369338035583496, 1.573718786239624, 0.7956728935241699, 0
4, 1024, 112.46469402313232, 0.13846588134765625, 2.3710992336273193, 0.957937479019165, 15
4, 1024, 147.6695637702942, 0.13620662689208984, 1.1052336692810059, 1.1518750190734863, 0
4, 1024, 54.18147683143616, 0.07235169410705566, 1.6073791980743408, 0.4252288341522217, 15
4, 1024, 59.59570574760437, 0.07250595092773438, 0.6202728748321533, 0.4649198055267334, 0
4, 1024, 69.27663373947144, 0.07225251197814941, 0.9254553318023682, 0.6347346305847168, 0
4, 1024, 128.8250367641449, 0.13751769065856934, 2.2992727756500244, 1.079777479171753, 15
4, 1024, 152.89457321166992, 0.13878417015075684, 1.634810447692871, 0.8438372611999512, 0
8, 1024, 137.21963787078857, 0.14474725723266602, 3.1232872009277344, 1.0427381992340088, 255
4, 1024, 122.97346377372742, 0.13945603370666504, 2.131072759628296, 0.844937801361084, 0
8, 1024, 138.5768337249756, 0.14459633827209473, 3.4712188243865967, 1.112182378768921, 255
8, 1024, 252.92156505584717, 0.27721238136291504, 5.0547425746917725, 1.6442532539367676, 255
8, 1024, 273.5920407772064, 0.2778797149658203, 4.54973030090332, 1.596959114074707, 255
8, 1024, 126.63954877853394, 0.14514756202697754, 1.6006624698638916, 0.7984457015991211, 0
8, 1024, 137.6161379814148, 0.14582014083862305, 2.501431941986084, 0.9554405212402344, 0
8, 1024, 244.9807789325714, 0.144578218460083, 2.218060255050659, 0.8269820213317871, 255
8, 1024, 231.90226316452026, 0.2767612934112549, 3.8964836597442627, 1.4811813831329346, 0
8, 1024, 254.70401048660278, 0.27541136741638184, 4.423726558685303, 1.5982840061187744, 255
8, 1024, 131.17150950431824, 0.1443638801574707, 2.431260585784912, 0.8065695762634277, 255
8, 1024, 208.63713717460632, 0.27559781074523926, 4.2577009201049805, 1.768967628479004, 255
8, 1024, 130.30563354492188, 0.14585256576538086, 2.0221545696258545, 1.017949104309082, 0
8, 1024, 253.9376163482666, 0.276003360748291, 3.675791025161743, 1.6784977912902832, 0
8, 1024, 182.13634872436523, 0.14577364921569824, 2.451983690261841, 1.1992509365081787, 255
8, 1024, 181.54971647262573, 0.27534008026123047, 4.141538858413696, 1.4688632488250732, 0
8, 1024, 184.10215759277344, 0.14231419563293457, 2.045524835586548, 0.8737640380859375, 0
8, 1024, 189.44865036010742, 0.276033878326416, 5.207526922225952, 1.7995152473449707, 255
8, 1024, 257.6696081161499, 0.27801942825317383, 3.5027432441711426, 1.5222995281219482, 0
8, 1024, 235.8542947769165, 0.279893159866333, 4.3166937828063965, 1.5190496444702148, 255
8, 1024, 134.20911073684692, 0.14335155487060547, 1.564150094985962, 0.7476942539215088, 0
8, 1024, 219.55495357513428, 0.27321791648864746, 4.744210481643677, 1.620934247970581, 255
8, 1024, 225.53902506828308, 0.27666687965393066, 4.089883804321289, 1.5269064903259277, 0
16, 1024, 255.88720655441284, 0.28591322898864746, 5.589108467102051, 2.101937770843506, 65535
16, 1024, 236.96845149993896, 0.28565192222595215, 4.723893404006958, 1.853950023651123, 65535
8, 1024, 245.97758841514587, 0.27352309226989746, 3.2925474643707275, 1.5900063514709473, 0
8, 1024, 194.87826824188232, 0.14246749877929688, 2.227964162826538, 0.7868099212646484, 0
16, 1024, 508.80928444862366, 0.5450084209442139, 12.521100997924805, 3.0555243492126465, 65535
16, 1024, 275.91909170150757, 0.28722572326660156, 3.9222159385681152, 1.681215763092041, 0
16, 1024, 381.0138201713562, 0.5543951988220215, 6.390220880508423, 3.005756378173828, 0
16, 1024, 255.32069635391235, 0.2859220504760742, 5.1366894245147705, 2.0222442150115967, 65535
16, 1024, 455.9644742012024, 0.5559108257293701, 9.854923963546753, 3.996762275695801, 65535
16, 1024, 451.95363998413086, 0.5545291900634766, 10.020323038101196, 3.8262619972229004, 65535
16, 1024, 283.0235857963562, 0.2860901355743408, 5.253849744796753, 1.6648879051208496, 65535
16, 1024, 273.2923460006714, 0.32109785079956055, 3.5092341899871826, 1.9524550437927246, 0
16, 1024, 466.2911207675934, 0.5540812015533447, 6.2063210010528564, 3.4102022647857666, 0
16, 1024, 255.3034324645996, 0.28737521171569824, 3.436316967010498, 1.5725746154785156, 0
16, 1024, 525.1317391395569, 0.5482363700866699, 10.64118480682373, 3.6103739738464355, 65535



16, 1024

16, 1024, 494.41864013671875, 0.2885744571685791, 3.2836601734161377, 1.783034086227417, 0
16, 1024, 537.6635363101959, 0.5513274669647217, 6.828681945800781, 2.7223246097564697, 0
16, 1024, 239.58952689170837, 0.2874305248260498, 5.162025451660156, 1.6579835414886475, 65535
16, 1024, 314.9063756465912, 0.2869696617126465, 4.009798526763916, 1.6966309547424316, 0
16, 1024, 393.1109311580658, 0.5549173355102539, 10.718016624450684, 3.503666877746582, 65535
16, 1024, 539.2234270572662, 0.5560042858123779, 9.675606727600098, 3.5182745456695557, 65535
16, 1024, 481.1157772541046, 0.5483267307281494, 6.931427717208862, 3.9110891819000244, 0
16, 1024, 282.66384410858154, 0.28696775436401367, 3.6836323738098145, 1.9102466106414795, 0
32, 1024, 509.4502372741699, 0.5748763084411621, 10.635955333709717, 4.17672324180603, 4294967295
16, 1024, 493.2659800052643, 0.28643131256103516, 3.8514962196350098, 1.7511382102966309, 0
32, 1024, 972.5047371387482, 0.98710036277771, 17.658854961395264, 6.586199522018433, 4294967295
32, 1024, 706.4329392910004, 1.097496509552002, 22.330803871154785, 7.755776643753052, 4294967295
32, 1024, 522.9646728038788, 0.6440768241882324, 7.200514078140259, 3.849219560623169, 0
32, 1024, 524.7503161430359, 0.5709657669067383, 10.06354284286499, 4.1373817920684814, 4294967295
32, 1024, 987.0481488704681, 1.1046624183654785, 16.940062522888184, 6.8457396030426025, 4294967295
32, 1024, 499.21197414398193, 0.5734133720397949, 9.407341241836548, 3.615450620651245, 4294967295
32, 1024, 551.1920022964478, 0.574993371963501, 7.804630756378174, 3.4698150157928467, 0
32, 1024, 923.7206740379333, 0.996875524520874, 13.865242958068848, 6.241962909698486, 0
32, 1024, 783.7730145454407, 1.1128332614898682, 13.147273778915405, 6.27123236656189, 0
32, 1024, 1002.1332931518555, 1.0995934009552002, 13.845677137374878, 6.916998624801636, 0
32, 1024, 536.585574388504, 0.5660974979400635, 7.6618492603302, 3.756554365158081, 0
32, 1024, 501.4590594768524, 0.5764322280883789, 9.5237398147583, 3.6398842334747314, 4294967295
32, 1024, 506.7181553840637, 0.5739915370941162, 10.890614032745361, 3.801072359085083, 4294967295
32, 1024, 860.7347099781036, 0.9908425807952881, 18.90192437171936, 5.897558212280273, 4294967295
32, 1024, 514.1983850002289, 0.5756018161773682, 7.992319583892822, 3.48061203956604, 0
32, 1024, 916.6048693656921, 1.1053330898284912, 20.4745352268219, 7.594550132751465, 4294967295
32, 1024, 955.6336958408356, 1.1086163520812988, 21.075626850128174, 7.032651901245117, 4294967295
32, 1024, 497.19068694114685, 0.5658473968505859, 7.38707423210144, 3.305734872817993, 0



32, 1024

32, 1024, 928.7576220035553, 1.107372522354126, 13.54822039604187, 7.1527252197265625, 0
32, 1024, 494.59957695007324, 0.5763180255889893, 7.36804723739624, 3.928819417953491, 0
32, 1024, 995.5623209476471, 1.098046064376831, 14.918367624282837, 6.763622283935547, 0
32, 1024, 1521.8344414234161, 0.9896950721740723, 13.881372213363647, 6.464273929595947, 0



64, 1024

64, 1024, 1033.0288770198822, 1.1484169960021973, 20.267347812652588, 7.539484739303589, 18446744073709551615
64, 1024, 988.601655960083, 1.1489760875701904, 15.028329610824585, 7.61406946182251, 0
64, 1024, 1886.140464067459, 2.182464599609375, 37.50772666931152, 14.194182634353638, 18446744073709551615
64, 1024, 1866.259203672409, 2.1356923580169678, 39.63209295272827, 13.249879121780396, 18446744073709551615
64, 1024, 1563.0976457595825, 1.1225261688232422, 15.844460487365723, 6.975708723068237, 0
64, 1024, 1601.230580329895, 1.1138243675231934, 15.182152032852173, 6.815130233764648, 0
64, 1024, 1025.2141711711884, 1.1139459609985352, 20.781197547912598, 7.471736669540405, 18446744073709551615
64, 1024, 1633.7364687919617, 1.9240529537200928, 35.06776404380798, 13.130414009094238, 18446744073709551615
64, 1024, 2090.024393081665, 1.1161351203918457, 15.232192516326904, 7.284505605697632, 0
64, 1024, 1677.6969954967499, 1.917773962020874, 25.801859855651855, 12.228811979293823, 0
64, 1024, 1000.0872001647949, 1.1130027770996094, 20.960911750793457, 7.0425519943237305, 18446744073709551615
64, 1024, 1651.421875, 1.8982231616973877, 32.55868935585022, 12.343140363693237, 18446744073709551615
64, 1024, 1611.2805244922638, 1.895212173461914, 26.473488330841064, 10.759921789169312, 0
64, 1024, 1656.5581011772156, 1.891686201095581, 34.47068524360657, 12.234839677810669, 18446744073709551615
64, 1024, 1616.6636047363281, 1.8932290077209473, 23.344250679016113, 10.90328311920166, 0
64, 1024, 1639.932235956192, 1.8908326625823975, 35.02094888687134, 11.919082164764404, 18446744073709551615
64, 1024, 1610.8600838184357, 1.8913333415985107, 23.434279680252075, 12.252821445465088, 0
